"Key","Adv","ObDate","FcstDate","WindField","NE","SE","SW","NW"
"AL102016",17,2016-09-16 15:00:00,2016-09-17 12:00:00,34,420,420,240,120
"AL102016",17,2016-09-16 15:00:00,2016-09-18 00:00:00,34,360,360,240,NA
"AL102016",16,2016-09-16 09:00:00,2016-09-16 18:00:00,50,NA,120,NA,NA
"AL102016",16,2016-09-16 09:00:00,2016-09-17 06:00:00,50,90,300,NA,NA
"AL102016",16,2016-09-16 09:00:00,2016-09-17 18:00:00,50,NA,180,120,NA
"AL102016",16,2016-09-16 09:00:00,2016-09-16 18:00:00,34,200,240,120,NA
"AL102016",16,2016-09-16 09:00:00,2016-09-17 06:00:00,34,360,420,300,NA
"AL102016",16,2016-09-16 09:00:00,2016-09-17 18:00:00,34,360,420,180,120
"AL102016",15,2016-09-16 03:00:00,2016-09-16 12:00:00,50,60,90,NA,NA
"AL102016",15,2016-09-16 03:00:00,2016-09-17 00:00:00,50,120,240,60,NA
"AL102016",15,2016-09-16 03:00:00,2016-09-17 12:00:00,50,NA,180,NA,NA
"AL102016",15,2016-09-16 03:00:00,2016-09-18 00:00:00,50,NA,180,120,NA
"AL102016",15,2016-09-16 03:00:00,2016-09-16 12:00:00,34,200,240,120,90
"AL102016",15,2016-09-16 03:00:00,2016-09-17 00:00:00,34,300,360,240,180
"AL102016",15,2016-09-16 03:00:00,2016-09-17 12:00:00,34,360,420,240,90
"AL102016",15,2016-09-16 03:00:00,2016-09-18 00:00:00,34,420,360,240,NA
"AL102016",14,2016-09-15 21:00:00,2016-09-16 06:00:00,50,NA,90,NA,NA
"AL102016",14,2016-09-15 21:00:00,2016-09-16 18:00:00,50,90,180,90,NA
"AL102016",14,2016-09-15 21:00:00,2016-09-17 06:00:00,50,90,180,90,NA
"AL102016",14,2016-09-15 21:00:00,2016-09-17 18:00:00,50,NA,180,120,60
"AL102016",14,2016-09-15 21:00:00,2016-09-16 06:00:00,34,180,240,120,90
"AL102016",14,2016-09-15 21:00:00,2016-09-16 18:00:00,34,240,360,240,90
"AL102016",14,2016-09-15 21:00:00,2016-09-17 06:00:00,34,300,420,240,90
"AL102016",14,2016-09-15 21:00:00,2016-09-17 18:00:00,34,300,360,240,180
"AL102016",13,2016-09-15 15:00:00,2016-09-16 00:00:00,50,60,60,60,NA
"AL102016",13,2016-09-15 15:00:00,2016-09-16 12:00:00,50,90,180,90,NA
"AL102016",13,2016-09-15 15:00:00,2016-09-17 00:00:00,50,90,180,90,NA
"AL102016",13,2016-09-15 15:00:00,2016-09-16 00:00:00,34,150,210,90,90
"AL102016",13,2016-09-15 15:00:00,2016-09-16 12:00:00,34,180,300,180,90
"AL102016",13,2016-09-15 15:00:00,2016-09-17 00:00:00,34,180,300,180,90
"AL102016",12,2016-09-15 09:00:00,2016-09-15 18:00:00,50,50,40,NA,NA
"AL102016",12,2016-09-15 09:00:00,2016-09-16 06:00:00,50,60,90,30,NA
"AL102016",12,2016-09-15 09:00:00,2016-09-16 18:00:00,50,60,150,60,NA
"AL102016",12,2016-09-15 09:00:00,2016-09-15 18:00:00,34,150,150,NA,90
"AL102016",12,2016-09-15 09:00:00,2016-09-16 06:00:00,34,150,210,120,90
"AL102016",12,2016-09-15 09:00:00,2016-09-16 18:00:00,34,180,270,180,30
"AL102016",11,2016-09-15 03:00:00,2016-09-15 12:00:00,50,50,40,NA,NA
"AL102016",11,2016-09-15 03:00:00,2016-09-16 00:00:00,50,60,80,NA,NA
"AL102016",11,2016-09-15 03:00:00,2016-09-16 12:00:00,50,90,120,60,NA
"AL102016",11,2016-09-15 03:00:00,2016-09-17 00:00:00,50,120,160,120,NA
"AL102016",11,2016-09-15 03:00:00,2016-09-15 12:00:00,34,200,160,NA,100
"AL102016",11,2016-09-15 03:00:00,2016-09-16 00:00:00,34,200,200,90,90
"AL102016",11,2016-09-15 03:00:00,2016-09-16 12:00:00,34,270,270,200,NA
"AL102016",11,2016-09-15 03:00:00,2016-09-17 00:00:00,34,320,360,360,NA
"AL102016",10,2016-09-14 21:00:00,2016-09-15 06:00:00,50,50,40,NA,NA
"AL102016",10,2016-09-14 21:00:00,2016-09-15 18:00:00,50,60,80,NA,NA
"AL102016",10,2016-09-14 21:00:00,2016-09-16 06:00:00,50,90,120,60,NA
"AL102016",10,2016-09-14 21:00:00,2016-09-16 18:00:00,50,120,160,120,NA
"AL102016",10,2016-09-14 21:00:00,2016-09-15 06:00:00,34,200,160,NA,100
"AL102016",10,2016-09-14 21:00:00,2016-09-15 18:00:00,34,200,200,90,90
"AL102016",10,2016-09-14 21:00:00,2016-09-16 06:00:00,34,270,270,200,NA
"AL102016",10,2016-09-14 21:00:00,2016-09-16 18:00:00,34,320,360,360,NA
"AL102016",9,2016-09-14 15:00:00,2016-09-15 00:00:00,50,50,40,NA,NA
"AL102016",9,2016-09-14 15:00:00,2016-09-15 12:00:00,50,50,50,NA,NA
"AL102016",9,2016-09-14 15:00:00,2016-09-16 00:00:00,50,60,70,50,NA
"AL102016",9,2016-09-14 15:00:00,2016-09-16 12:00:00,50,70,90,70,NA
"AL102016",9,2016-09-14 15:00:00,2016-09-15 00:00:00,34,200,120,NA,120
"AL102016",9,2016-09-14 15:00:00,2016-09-15 12:00:00,34,180,160,50,90
"AL102016",9,2016-09-14 15:00:00,2016-09-16 00:00:00,34,180,200,120,90
"AL102016",9,2016-09-14 15:00:00,2016-09-16 12:00:00,34,240,270,180,120
"AL102016",8,2016-09-14 09:00:00,2016-09-14 18:00:00,50,50,NA,NA,NA
"AL102016",8,2016-09-14 09:00:00,2016-09-15 06:00:00,50,50,50,NA,NA
"AL102016",8,2016-09-14 09:00:00,2016-09-15 18:00:00,50,50,50,NA,NA
"AL102016",8,2016-09-14 09:00:00,2016-09-16 06:00:00,50,50,80,50,NA
"AL102016",8,2016-09-14 09:00:00,2016-09-17 06:00:00,50,NA,100,60,NA
"AL102016",8,2016-09-14 09:00:00,2016-09-14 18:00:00,34,200,120,NA,100
"AL102016",8,2016-09-14 09:00:00,2016-09-15 06:00:00,34,170,130,NA,90
"AL102016",8,2016-09-14 09:00:00,2016-09-15 18:00:00,34,150,180,60,60
"AL102016",8,2016-09-14 09:00:00,2016-09-16 06:00:00,34,180,210,150,100
"AL102016",8,2016-09-14 09:00:00,2016-09-17 06:00:00,34,210,300,240,150
"AL102016",7,2016-09-14 03:00:00,2016-09-15 12:00:00,50,40,40,NA,NA
"AL102016",7,2016-09-14 03:00:00,2016-09-16 00:00:00,50,60,70,NA,NA
"AL102016",7,2016-09-14 03:00:00,2016-09-17 00:00:00,50,70,70,NA,NA
"AL102016",7,2016-09-14 03:00:00,2016-09-14 12:00:00,34,200,140,NA,120
"AL102016",7,2016-09-14 03:00:00,2016-09-15 00:00:00,34,180,140,NA,110
"AL102016",7,2016-09-14 03:00:00,2016-09-15 12:00:00,34,160,150,NA,80
"AL102016",7,2016-09-14 03:00:00,2016-09-16 00:00:00,34,150,170,60,70
"AL102016",7,2016-09-14 03:00:00,2016-09-17 00:00:00,34,200,200,150,100
"AL102016",6,2016-09-13 21:00:00,2016-09-15 18:00:00,50,30,30,NA,NA
"AL102016",6,2016-09-13 21:00:00,2016-09-16 18:00:00,50,50,50,NA,NA
"AL102016",6,2016-09-13 21:00:00,2016-09-14 06:00:00,34,200,140,NA,120
"AL102016",6,2016-09-13 21:00:00,2016-09-14 18:00:00,34,180,120,NA,120
"AL102016",6,2016-09-13 21:00:00,2016-09-15 06:00:00,34,180,100,NA,100
"AL102016",6,2016-09-13 21:00:00,2016-09-15 18:00:00,34,150,100,50,100
"AL102016",6,2016-09-13 21:00:00,2016-09-16 18:00:00,34,150,120,50,100
"AL102016",5,2016-09-13 15:00:00,2016-09-15 12:00:00,50,30,30,NA,NA
"AL102016",5,2016-09-13 15:00:00,2016-09-16 12:00:00,50,50,50,NA,NA
"AL102016",5,2016-09-13 15:00:00,2016-09-14 00:00:00,34,200,140,NA,120
"AL102016",5,2016-09-13 15:00:00,2016-09-14 12:00:00,34,180,120,NA,120
"AL102016",5,2016-09-13 15:00:00,2016-09-15 00:00:00,34,180,100,NA,100
"AL102016",5,2016-09-13 15:00:00,2016-09-15 12:00:00,34,150,100,50,100
"AL102016",5,2016-09-13 15:00:00,2016-09-16 12:00:00,34,150,120,50,80
"AL102016",4,2016-09-13 09:00:00,2016-09-15 06:00:00,50,30,30,NA,NA
"AL102016",4,2016-09-13 09:00:00,2016-09-16 06:00:00,50,30,30,NA,NA
"AL102016",4,2016-09-13 09:00:00,2016-09-13 18:00:00,34,200,140,NA,120
"AL102016",4,2016-09-13 09:00:00,2016-09-14 06:00:00,34,180,120,NA,120
"AL102016",4,2016-09-13 09:00:00,2016-09-14 18:00:00,34,180,100,NA,100
"AL102016",4,2016-09-13 09:00:00,2016-09-15 06:00:00,34,150,100,50,100
"AL102016",4,2016-09-13 09:00:00,2016-09-16 06:00:00,34,150,120,50,80
"AL102016",3,2016-09-13 03:00:00,2016-09-15 00:00:00,50,30,30,NA,20
"AL102016",3,2016-09-13 03:00:00,2016-09-16 00:00:00,50,40,40,NA,NA
"AL102016",3,2016-09-13 03:00:00,2016-09-13 12:00:00,34,200,140,NA,120
"AL102016",3,2016-09-13 03:00:00,2016-09-14 00:00:00,34,200,120,NA,120
"AL102016",3,2016-09-13 03:00:00,2016-09-14 12:00:00,34,200,100,NA,120
"AL102016",3,2016-09-13 03:00:00,2016-09-15 00:00:00,34,180,80,30,100
"AL102016",3,2016-09-13 03:00:00,2016-09-16 00:00:00,34,150,80,30,100
"AL102016",2,2016-09-12 21:00:00,2016-09-15 18:00:00,50,40,40,NA,NA
"AL102016",2,2016-09-12 21:00:00,2016-09-13 06:00:00,34,150,NA,NA,120
"AL102016",2,2016-09-12 21:00:00,2016-09-13 18:00:00,34,150,40,NA,90
"AL102016",2,2016-09-12 21:00:00,2016-09-14 06:00:00,34,150,40,NA,90
"AL102016",2,2016-09-12 21:00:00,2016-09-14 18:00:00,34,130,80,30,90
"AL102016",2,2016-09-12 21:00:00,2016-09-15 18:00:00,34,130,80,30,90
"AL102016",1,2016-09-12 15:00:00,2016-09-15 12:00:00,50,40,40,NA,NA
"AL102016",1,2016-09-12 15:00:00,2016-09-13 00:00:00,34,150,NA,NA,120
"AL102016",1,2016-09-12 15:00:00,2016-09-13 12:00:00,34,150,40,NA,90
"AL102016",1,2016-09-12 15:00:00,2016-09-14 00:00:00,34,150,40,NA,90
"AL102016",1,2016-09-12 15:00:00,2016-09-14 12:00:00,34,130,80,30,90
"AL102016",1,2016-09-12 15:00:00,2016-09-15 12:00:00,34,130,80,30,90
"AL092016",38,2016-09-06 18:00:00,2016-09-07 00:00:00,34,60,100,100,60
"AL092016",38,2016-09-06 18:00:00,2016-09-07 12:00:00,34,NA,70,70,NA
"AL092016",38,2016-09-06 18:00:00,2016-09-08 00:00:00,34,NA,70,NA,NA
"AL092016",37,2016-09-06 15:00:00,2016-09-07 00:00:00,34,70,100,100,70
"AL092016",37,2016-09-06 15:00:00,2016-09-07 12:00:00,34,60,70,70,60
"AL092016",37,2016-09-06 15:00:00,2016-09-08 00:00:00,34,NA,70,NA,NA
"AL092016",36,2016-09-06 09:00:00,2016-09-06 18:00:00,50,80,NA,NA,80
"AL092016",36,2016-09-06 09:00:00,2016-09-06 18:00:00,34,140,120,120,120
"AL092016",36,2016-09-06 09:00:00,2016-09-07 06:00:00,34,120,90,90,90
"AL092016",36,2016-09-06 09:00:00,2016-09-07 18:00:00,34,90,90,90,60
"AL092016",35,2016-09-06 03:00:00,2016-09-06 12:00:00,50,80,NA,NA,80
"AL092016",35,2016-09-06 03:00:00,2016-09-06 12:00:00,34,140,120,120,120
"AL092016",35,2016-09-06 03:00:00,2016-09-07 00:00:00,34,120,90,90,90
"AL092016",35,2016-09-06 03:00:00,2016-09-07 12:00:00,34,90,90,90,60
"AL092016",35,2016-09-06 03:00:00,2016-09-08 00:00:00,34,NA,70,70,50
"AL092016",34,2016-09-05 21:00:00,2016-09-06 06:00:00,50,120,NA,NA,120
"AL092016",34,2016-09-05 21:00:00,2016-09-06 18:00:00,50,80,NA,NA,60
"AL092016",34,2016-09-05 21:00:00,2016-09-06 06:00:00,34,200,140,140,140
"AL092016",34,2016-09-05 21:00:00,2016-09-06 18:00:00,34,150,120,100,100
"AL092016",34,2016-09-05 21:00:00,2016-09-07 06:00:00,34,120,100,80,80
"AL092016",34,2016-09-05 21:00:00,2016-09-07 18:00:00,34,80,80,80,80
"AL092016",33,2016-09-05 15:00:00,2016-09-06 00:00:00,50,120,NA,NA,120
"AL092016",33,2016-09-05 15:00:00,2016-09-06 12:00:00,50,80,NA,NA,80
"AL092016",33,2016-09-05 15:00:00,2016-09-06 00:00:00,34,200,160,160,150
"AL092016",33,2016-09-05 15:00:00,2016-09-06 12:00:00,34,150,150,150,120
"AL092016",33,2016-09-05 15:00:00,2016-09-07 00:00:00,34,120,120,120,120
"AL092016",33,2016-09-05 15:00:00,2016-09-07 12:00:00,34,90,90,90,90
"AL092016",33,2016-09-05 15:00:00,2016-09-08 12:00:00,34,NA,80,80,NA
"AL092016",32,2016-09-05 09:00:00,2016-09-05 18:00:00,50,120,NA,NA,140
"AL092016",32,2016-09-05 09:00:00,2016-09-06 06:00:00,50,80,NA,NA,110
"AL092016",32,2016-09-05 09:00:00,2016-09-05 18:00:00,34,210,160,160,210
"AL092016",32,2016-09-05 09:00:00,2016-09-06 06:00:00,34,160,160,160,160
"AL092016",32,2016-09-05 09:00:00,2016-09-06 18:00:00,34,120,120,120,120
"AL092016",32,2016-09-05 09:00:00,2016-09-07 06:00:00,34,90,90,90,90
"AL092016",32,2016-09-05 09:00:00,2016-09-08 06:00:00,34,NA,80,80,NA
"AL092016",31,2016-09-05 03:00:00,2016-09-05 12:00:00,50,120,NA,NA,140
"AL092016",31,2016-09-05 03:00:00,2016-09-06 00:00:00,50,80,NA,NA,110
"AL092016",31,2016-09-05 03:00:00,2016-09-05 12:00:00,34,210,160,160,210
"AL092016",31,2016-09-05 03:00:00,2016-09-06 00:00:00,34,160,160,160,160
"AL092016",31,2016-09-05 03:00:00,2016-09-06 12:00:00,34,120,120,120,120
"AL092016",31,2016-09-05 03:00:00,2016-09-07 00:00:00,34,90,90,90,90
"AL092016",31,2016-09-05 03:00:00,2016-09-08 00:00:00,34,NA,80,80,NA
"AL092016",30,2016-09-04 21:00:00,2016-09-05 06:00:00,50,120,NA,NA,100
"AL092016",30,2016-09-04 21:00:00,2016-09-05 18:00:00,50,120,50,70,100
"AL092016",30,2016-09-04 21:00:00,2016-09-06 06:00:00,50,120,50,70,100
"AL092016",30,2016-09-04 21:00:00,2016-09-05 06:00:00,34,200,180,170,200
"AL092016",30,2016-09-04 21:00:00,2016-09-05 18:00:00,34,200,150,150,200
"AL092016",30,2016-09-04 21:00:00,2016-09-06 06:00:00,34,200,150,120,200
"AL092016",30,2016-09-04 21:00:00,2016-09-06 18:00:00,34,150,120,100,150
"AL092016",30,2016-09-04 21:00:00,2016-09-07 18:00:00,34,150,120,100,100
"AL092016",29,2016-09-04 15:00:00,2016-09-06 00:00:00,64,NA,NA,60,60
"AL092016",29,2016-09-04 15:00:00,2016-09-05 00:00:00,50,120,NA,NA,100
"AL092016",29,2016-09-04 15:00:00,2016-09-05 12:00:00,50,120,NA,70,100
"AL092016",29,2016-09-04 15:00:00,2016-09-06 00:00:00,50,90,70,80,90
"AL092016",29,2016-09-04 15:00:00,2016-09-06 12:00:00,50,60,60,70,90
"AL092016",29,2016-09-04 15:00:00,2016-09-07 12:00:00,50,60,60,70,90
"AL092016",29,2016-09-04 15:00:00,2016-09-05 00:00:00,34,210,180,170,160
"AL092016",29,2016-09-04 15:00:00,2016-09-05 12:00:00,34,240,150,170,180
"AL092016",29,2016-09-04 15:00:00,2016-09-06 00:00:00,34,220,150,160,180
"AL092016",29,2016-09-04 15:00:00,2016-09-06 12:00:00,34,150,150,150,190
"AL092016",29,2016-09-04 15:00:00,2016-09-07 12:00:00,34,120,90,90,120
"AL092016",28,2016-09-04 09:00:00,2016-09-05 18:00:00,64,NA,NA,40,40
"AL092016",28,2016-09-04 09:00:00,2016-09-04 18:00:00,50,100,NA,NA,100
"AL092016",28,2016-09-04 09:00:00,2016-09-05 06:00:00,50,100,NA,70,100
"AL092016",28,2016-09-04 09:00:00,2016-09-05 18:00:00,50,90,70,80,90
"AL092016",28,2016-09-04 09:00:00,2016-09-06 06:00:00,50,60,60,70,90
"AL092016",28,2016-09-04 09:00:00,2016-09-07 06:00:00,50,30,30,50,60
"AL092016",28,2016-09-04 09:00:00,2016-09-04 18:00:00,34,210,160,170,160
"AL092016",28,2016-09-04 09:00:00,2016-09-05 06:00:00,34,240,150,170,180
"AL092016",28,2016-09-04 09:00:00,2016-09-05 18:00:00,34,220,150,160,190
"AL092016",28,2016-09-04 09:00:00,2016-09-06 06:00:00,34,150,150,150,190
"AL092016",28,2016-09-04 09:00:00,2016-09-07 06:00:00,34,120,90,90,100
"AL092016",27,2016-09-04 03:00:00,2016-09-05 00:00:00,64,NA,NA,40,NA
"AL092016",27,2016-09-04 03:00:00,2016-09-05 12:00:00,64,NA,NA,40,40
"AL092016",27,2016-09-04 03:00:00,2016-09-04 12:00:00,50,100,50,80,100
"AL092016",27,2016-09-04 03:00:00,2016-09-05 00:00:00,50,90,NA,70,100
"AL092016",27,2016-09-04 03:00:00,2016-09-05 12:00:00,50,90,70,80,90
"AL092016",27,2016-09-04 03:00:00,2016-09-06 00:00:00,50,60,60,70,90
"AL092016",27,2016-09-04 03:00:00,2016-09-07 00:00:00,50,30,30,50,60
"AL092016",27,2016-09-04 03:00:00,2016-09-04 12:00:00,34,210,160,120,160
"AL092016",27,2016-09-04 03:00:00,2016-09-05 00:00:00,34,240,150,150,190
"AL092016",27,2016-09-04 03:00:00,2016-09-05 12:00:00,34,220,150,170,200
"AL092016",27,2016-09-04 03:00:00,2016-09-06 00:00:00,34,150,150,150,180
"AL092016",27,2016-09-04 03:00:00,2016-09-07 00:00:00,34,120,90,90,100
"AL092016",26,2016-09-03 21:00:00,2016-09-04 18:00:00,64,NA,NA,40,NA
"AL092016",26,2016-09-03 21:00:00,2016-09-05 06:00:00,64,NA,NA,40,NA
"AL092016",26,2016-09-03 21:00:00,2016-09-04 06:00:00,50,100,50,80,100
"AL092016",26,2016-09-03 21:00:00,2016-09-04 18:00:00,50,90,NA,70,100
"AL092016",26,2016-09-03 21:00:00,2016-09-05 06:00:00,50,90,70,80,90
"AL092016",26,2016-09-03 21:00:00,2016-09-05 18:00:00,50,60,60,70,90
"AL092016",26,2016-09-03 21:00:00,2016-09-06 18:00:00,50,30,30,50,60
"AL092016",26,2016-09-03 21:00:00,2016-09-04 06:00:00,34,210,160,120,170
"AL092016",26,2016-09-03 21:00:00,2016-09-04 18:00:00,34,240,150,150,190
"AL092016",26,2016-09-03 21:00:00,2016-09-05 06:00:00,34,220,150,170,200
"AL092016",26,2016-09-03 21:00:00,2016-09-05 18:00:00,34,150,150,150,180
"AL092016",26,2016-09-03 21:00:00,2016-09-06 18:00:00,34,120,90,90,100
"AL092016",25,2016-09-03 15:00:00,2016-09-05 00:00:00,64,NA,40,50,50
"AL092016",25,2016-09-03 15:00:00,2016-09-04 00:00:00,50,90,50,NA,110
"AL092016",25,2016-09-03 15:00:00,2016-09-04 12:00:00,50,90,NA,70,90
"AL092016",25,2016-09-03 15:00:00,2016-09-05 00:00:00,50,150,70,90,150
"AL092016",25,2016-09-03 15:00:00,2016-09-05 12:00:00,50,60,60,90,120
"AL092016",25,2016-09-03 15:00:00,2016-09-06 12:00:00,50,60,50,60,70
"AL092016",25,2016-09-03 15:00:00,2016-09-04 00:00:00,34,210,180,120,170
"AL092016",25,2016-09-03 15:00:00,2016-09-04 12:00:00,34,210,180,120,150
"AL092016",25,2016-09-03 15:00:00,2016-09-05 00:00:00,34,220,150,150,200
"AL092016",25,2016-09-03 15:00:00,2016-09-05 12:00:00,34,210,160,150,180
"AL092016",25,2016-09-03 15:00:00,2016-09-06 12:00:00,34,120,150,120,120
"AL092016",24,2016-09-03 09:00:00,2016-09-03 18:00:00,50,NA,100,NA,NA
"AL092016",24,2016-09-03 09:00:00,2016-09-04 06:00:00,50,80,100,NA,NA
"AL092016",24,2016-09-03 09:00:00,2016-09-04 18:00:00,50,60,NA,90,90
"AL092016",24,2016-09-03 09:00:00,2016-09-05 06:00:00,50,90,60,90,120
"AL092016",24,2016-09-03 09:00:00,2016-09-06 06:00:00,50,70,60,70,70
"AL092016",24,2016-09-03 09:00:00,2016-09-03 18:00:00,34,180,180,90,30
"AL092016",24,2016-09-03 09:00:00,2016-09-04 06:00:00,34,200,200,110,120
"AL092016",24,2016-09-03 09:00:00,2016-09-04 18:00:00,34,210,150,150,180
"AL092016",24,2016-09-03 09:00:00,2016-09-05 06:00:00,34,180,180,150,180
"AL092016",24,2016-09-03 09:00:00,2016-09-06 06:00:00,34,160,150,150,150
"AL092016",23,2016-09-03 03:00:00,2016-09-04 00:00:00,50,80,NA,NA,60
"AL092016",23,2016-09-03 03:00:00,2016-09-04 12:00:00,50,90,NA,80,80
"AL092016",23,2016-09-03 03:00:00,2016-09-05 00:00:00,50,90,50,80,100
"AL092016",23,2016-09-03 03:00:00,2016-09-06 00:00:00,50,70,60,70,70
"AL092016",23,2016-09-03 03:00:00,2016-09-03 12:00:00,34,180,170,90,30
"AL092016",23,2016-09-03 03:00:00,2016-09-04 00:00:00,34,200,200,110,120
"AL092016",23,2016-09-03 03:00:00,2016-09-04 12:00:00,34,220,190,130,170
"AL092016",23,2016-09-03 03:00:00,2016-09-05 00:00:00,34,220,160,150,190
"AL092016",23,2016-09-03 03:00:00,2016-09-06 00:00:00,34,160,150,150,150
"AL092016",22,2016-09-02 21:00:00,2016-09-03 18:00:00,50,80,NA,NA,60
"AL092016",22,2016-09-02 21:00:00,2016-09-04 06:00:00,50,90,NA,80,80
"AL092016",22,2016-09-02 21:00:00,2016-09-04 18:00:00,50,90,50,80,100
"AL092016",22,2016-09-02 21:00:00,2016-09-05 18:00:00,50,70,60,70,70
"AL092016",22,2016-09-02 21:00:00,2016-09-03 06:00:00,34,180,170,90,30
"AL092016",22,2016-09-02 21:00:00,2016-09-03 18:00:00,34,200,200,110,120
"AL092016",22,2016-09-02 21:00:00,2016-09-04 06:00:00,34,220,190,130,170
"AL092016",22,2016-09-02 21:00:00,2016-09-04 18:00:00,34,220,160,150,190
"AL092016",22,2016-09-02 21:00:00,2016-09-05 18:00:00,34,160,150,150,150
"AL092016",21,2016-09-02 15:00:00,2016-09-04 00:00:00,50,90,NA,80,80
"AL092016",21,2016-09-02 15:00:00,2016-09-04 12:00:00,50,80,40,80,90
"AL092016",21,2016-09-02 15:00:00,2016-09-05 12:00:00,50,60,70,70,80
"AL092016",21,2016-09-02 15:00:00,2016-09-03 00:00:00,34,180,170,40,30
"AL092016",21,2016-09-02 15:00:00,2016-09-03 12:00:00,34,180,190,90,60
"AL092016",21,2016-09-02 15:00:00,2016-09-04 00:00:00,34,210,190,140,160
"AL092016",21,2016-09-02 15:00:00,2016-09-04 12:00:00,34,210,180,150,180
"AL092016",21,2016-09-02 15:00:00,2016-09-05 12:00:00,34,150,180,150,180
"AL092016",20,2016-09-02 09:00:00,2016-09-04 06:00:00,50,60,90,90,90
"AL092016",20,2016-09-02 09:00:00,2016-09-05 06:00:00,50,60,90,75,75
"AL092016",20,2016-09-02 09:00:00,2016-09-02 18:00:00,34,150,150,40,40
"AL092016",20,2016-09-02 09:00:00,2016-09-03 06:00:00,34,150,160,50,30
"AL092016",20,2016-09-02 09:00:00,2016-09-03 18:00:00,34,150,150,50,30
"AL092016",20,2016-09-02 09:00:00,2016-09-04 06:00:00,34,210,180,150,180
"AL092016",20,2016-09-02 09:00:00,2016-09-05 06:00:00,34,180,180,180,180
"AL092016",19,2016-09-02 03:00:00,2016-09-02 12:00:00,50,100,120,30,30
"AL092016",19,2016-09-02 03:00:00,2016-09-04 00:00:00,50,100,100,80,80
"AL092016",19,2016-09-02 03:00:00,2016-09-05 00:00:00,50,100,100,80,80
"AL092016",19,2016-09-02 03:00:00,2016-09-02 12:00:00,34,150,150,40,40
"AL092016",19,2016-09-02 03:00:00,2016-09-03 00:00:00,34,150,160,50,30
"AL092016",19,2016-09-02 03:00:00,2016-09-03 12:00:00,34,150,150,50,50
"AL092016",19,2016-09-02 03:00:00,2016-09-04 00:00:00,34,150,150,150,150
"AL092016",19,2016-09-02 03:00:00,2016-09-05 00:00:00,34,150,150,150,150
"AL092016",18,2016-09-01 21:00:00,2016-09-02 06:00:00,64,40,40,10,10
"AL092016",18,2016-09-01 21:00:00,2016-09-02 06:00:00,50,100,120,30,30
"AL092016",18,2016-09-01 21:00:00,2016-09-02 18:00:00,50,100,120,30,30
"AL092016",18,2016-09-01 21:00:00,2016-09-04 18:00:00,50,120,120,40,60
"AL092016",18,2016-09-01 21:00:00,2016-09-02 06:00:00,34,150,160,60,60
"AL092016",18,2016-09-01 21:00:00,2016-09-02 18:00:00,34,150,160,60,60
"AL092016",18,2016-09-01 21:00:00,2016-09-03 06:00:00,34,150,150,50,50
"AL092016",18,2016-09-01 21:00:00,2016-09-03 18:00:00,34,150,150,50,50
"AL092016",18,2016-09-01 21:00:00,2016-09-04 18:00:00,34,180,180,60,80
"AL092016",17,2016-09-01 17:00:00,2016-09-02 00:00:00,64,40,40,10,10
"AL092016",17,2016-09-01 17:00:00,2016-09-02 00:00:00,50,100,120,30,30
"AL092016",17,2016-09-01 17:00:00,2016-09-02 12:00:00,50,60,120,30,20
"AL092016",17,2016-09-01 17:00:00,2016-09-02 00:00:00,34,150,160,60,60
"AL092016",17,2016-09-01 17:00:00,2016-09-02 12:00:00,34,120,150,60,40
"AL092016",17,2016-09-01 17:00:00,2016-09-03 00:00:00,34,120,150,60,40
"AL092016",17,2016-09-01 17:00:00,2016-09-03 12:00:00,34,120,150,60,40
"AL092016",17,2016-09-01 17:00:00,2016-09-04 12:00:00,34,120,150,60,40
"AL092016",16,2016-09-01 15:00:00,2016-09-02 00:00:00,64,40,40,10,10
"AL092016",16,2016-09-01 15:00:00,2016-09-02 00:00:00,50,60,60,30,20
"AL092016",16,2016-09-01 15:00:00,2016-09-02 12:00:00,50,60,60,30,20
"AL092016",16,2016-09-01 15:00:00,2016-09-02 00:00:00,34,120,120,60,40
"AL092016",16,2016-09-01 15:00:00,2016-09-02 12:00:00,34,120,120,60,40
"AL092016",16,2016-09-01 15:00:00,2016-09-03 00:00:00,34,120,150,60,40
"AL092016",16,2016-09-01 15:00:00,2016-09-03 12:00:00,34,120,150,60,40
"AL092016",16,2016-09-01 15:00:00,2016-09-04 12:00:00,34,120,150,60,40
"AL092016",15,2016-09-01 09:00:00,2016-09-02 06:00:00,64,20,20,NA,NA
"AL092016",15,2016-09-01 09:00:00,2016-09-01 18:00:00,50,30,40,NA,NA
"AL092016",15,2016-09-01 09:00:00,2016-09-02 06:00:00,50,60,80,NA,NA
"AL092016",15,2016-09-01 09:00:00,2016-09-01 18:00:00,34,120,120,60,40
"AL092016",15,2016-09-01 09:00:00,2016-09-02 06:00:00,34,120,120,60,40
"AL092016",15,2016-09-01 09:00:00,2016-09-02 18:00:00,34,110,120,NA,NA
"AL092016",15,2016-09-01 09:00:00,2016-09-03 06:00:00,34,120,140,NA,NA
"AL092016",15,2016-09-01 09:00:00,2016-09-04 06:00:00,34,120,140,NA,NA
"AL092016",14,2016-09-01 03:00:00,2016-09-02 00:00:00,64,20,20,NA,NA
"AL092016",14,2016-09-01 03:00:00,2016-09-01 12:00:00,50,30,40,NA,NA
"AL092016",14,2016-09-01 03:00:00,2016-09-02 00:00:00,50,60,80,NA,NA
